ssc_code,"suburb","urban_area",postcode,"state","state_name","type","local_goverment_area","statistic_area",elevation,population,median_income,sqkm,lat,lng,"timezone"
11518,"Fingal Bay","Port Stephens - Surrounds",2315,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",21,1614,25896,9.611,-32.75103,152.16900,"Australia/Sydney"
13539,"Shoal Bay","Nelson Bay",2315,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",17,1864,27508,4.019,-32.72385,152.17553,"Australia/Sydney"
13777,"Taylors Beach","",2316,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",1,117,32448,5.336,-32.73705,152.06936,"Australia/Sydney"
13085,"One Mile","Port Stephens - Surrounds",2316,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",11,413,30992,5.079,-32.76458,152.11844,"Australia/Sydney"
10429,"Bobs Farm","",2319,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",21,451,28132,38.263,-32.77797,152.00165,"Australia/Sydney"
13467,"Salt Ash","Port Stephens - Surrounds",2318,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",2,1128,27560,51.304,-32.79447,151.91760,"Australia/Sydney"
11575,"Fullerton Cove","",2318,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",11,566,26104,18.478,-32.84061,151.83469,"Australia/Sydney"
14299,"Williamtown","",2314,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",4,885,33020,43.954,-32.80283,151.83513,"Australia/Sydney"
11501,"Fern Bay","Port Stephens - Surrounds",2295,"NSW","New South Wales","Major Urban locality","Port Stephens (Area)","Rest of NSW",13,2763,28288,8.353,-32.86347,151.81752,"Australia/Sydney"
13889,"Tomago","Port Stephens - Surrounds",2322,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",9,277,25792,34.927,-32.82385,151.73232,"Australia/Sydney"
11884,"Heatherbrae","Raymond Terrace",2324,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",10,512,25116,12.834,-32.78780,151.73211,"Australia/Sydney"
12924,"Nelsons Plains","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",14,362,39988,20.867,-32.72590,151.71195,"Australia/Sydney"
11512,"Ferodale","",2318,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",36,83,34788,81.994,-32.71437,151.84426,"Australia/Sydney"
13099,"Osterley","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",2,117,39416,3.681,-32.72407,151.69472,"Australia/Sydney"
11916,"Hinton","Port Stephens - Surrounds",2321,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",2,448,37908,9.968,-32.72323,151.66809,"Australia/Sydney"
14104,"Wallalong","Port Stephens - Surrounds",2320,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",21,1030,39052,14.408,-32.68985,151.64854,"Australia/Sydney"
10725,"Butterwick","",2321,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",23,144,35464,12.055,-32.65073,151.64821,"Australia/Sydney"
13510,"Seaham","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",18,1007,37232,38.638,-32.67141,151.70407,"Australia/Sydney"
10548,"Brandy Hill","Port Stephens - Surrounds",2324,"NSW","New South Wales","Urban locality","Port Stephens (Area)","Rest of NSW",40,674,37232,5.393,-32.68940,151.69683,"Australia/Sydney"
11326,"Duns Creek","",2321,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",200,546,35568,27.705,-32.60976,151.64102,"Australia/Sydney"
11362,"East Seaham","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",119,324,40248,37.700,-32.63220,151.76682,"Australia/Sydney"
11342,"Eagleton","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",26,211,38636,15.941,-32.69613,151.77984,"Australia/Sydney"
10156,"Balickera","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",48,27,19916,27.473,-32.65333,151.80724,"Australia/Sydney"
13704,"Swan Bay","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",38,316,24648,31.640,-32.69854,151.93613,"Australia/Sydney"
10783,"Campvale","",2318,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",9,41,29900,14.842,-32.77465,151.85049,"Australia/Sydney"
13988,"Twelve Mile Creek","",2324,"NSW","New South Wales","Rural locality","Port Stephens (Area)","Rest of NSW",66,161,28288,22.670,-32.63975,151.87153,"Australia/Sydney"
13293,"Queanbeyan West","Queanbeyan",2620,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",613,3136,46020,2.863,-35.35647,149.20817,"Australia/Sydney"
11115,"Crestwood","Queanbeyan",2620,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",618,4603,43992,1.960,-35.34917,149.21607,"Australia/Sydney"
12071,"Karabar","Queanbeyan",2620,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",594,8247,42224,6.983,-35.37513,149.23606,"Australia/Sydney"
12016,"Jerrabomberra","Queanbeyan",2619,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",611,9508,63492,11.330,-35.38446,149.19905,"Australia/Sydney"
13291,"Queanbeyan","Queanbeyan",2620,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",581,6237,43108,2.804,-35.35236,149.22977,"Australia/Sydney"
13292,"Queanbeyan East","Queanbeyan",2620,"NSW","New South Wales","Major Urban locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",586,3936,44408,4.209,-35.34461,149.24507,"Australia/Sydney"
13931,"Tralee","",2620,"NSW","New South Wales","Rural locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",793,8,55224,13.469,-35.42713,149.16209,"Australia/Sydney"
11767,"Greenleigh","",2620,"NSW","New South Wales","Rural locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",647,684,54236,6.523,-35.36821,149.25179,"Australia/Sydney"
13836,"The Ridgeway","",2620,"NSW","New South Wales","Rural locality","Queanbeyan-Palerang Regional (Area)","Rest of NSW",693,163,57200,2.272,-35.34031,149.25989,"Australia/Sydney"
12099,"Kensington","Randwick",2033,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",28,15004,26728,2.669,-33.91291,151.22388,"Australia/Sydney"
12156,"Kingsford","Randwick",2032,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",27,15482,24908,1.987,-33.92590,151.22847,"Australia/Sydney"
12501,"Maroubra","Randwick",2035,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",32,30688,40248,5.923,-33.94543,151.24625,"Australia/Sydney"
12524,"Matraville","Randwick",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",14,9804,36452,3.933,-33.96403,151.23342,"Australia/Sydney"
10938,"Clovelly","Randwick",2031,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",28,4736,67236,0.786,-33.91153,151.26289,"Australia/Sydney"
13193,"Phillip Bay","La Perouse",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",16,704,37284,0.626,-33.97947,151.23111,"Australia/Sydney"
13312,"Randwick","Randwick",2031,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",68,29986,57460,5.308,-33.91839,151.24013,"Australia/Sydney"
12349,"Little Bay","La Perouse",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",34,4477,48360,2.457,-33.98343,151.24666,"Australia/Sydney"
10901,"Chifley","Randwick",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",28,3233,36452,1.057,-33.97034,151.23962,"Australia/Sydney"
10873,"Centennial Park","Randwick",2021,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",38,2376,65936,2.230,-33.89787,151.23244,"Australia/Sydney"
12453,"Malabar","Randwick",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",8,5420,36088,3.574,-33.96419,151.25386,"Australia/Sydney"
11015,"Coogee","Randwick",2034,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",7,15212,66820,1.918,-33.91965,151.25639,"Australia/Sydney"
13579,"South Coogee","Randwick",2034,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",71,5502,39260,1.132,-33.93221,151.25393,"Australia/Sydney"
12230,"La Perouse","La Perouse",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",50,399,33124,1.755,-33.99151,151.24014,"Australia/Sydney"
13243,"Port Botany","Randwick",2036,"NSW","New South Wales","Major Urban locality","Randwick (City)","Greater Sydney",5,0,0,1.229,-33.97686,151.21752,"Australia/Sydney"
10843,"Casino","Casino",2470,"NSW","New South Wales","Urban locality","Richmond Valley (Area)","Rest of NSW",49,10914,25324,80.029,-28.84265,153.03274,"Australia/Sydney"
10335,"Bexley North","Rockdale",2207,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",41,4097,31876,1.204,-33.94238,151.11532,"Australia/Sydney"
10334,"Bexley","Rockdale",2207,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",50,19733,31512,4.366,-33.95213,151.11830,"Australia/Sydney"
10195,"Bardwell Park","Rockdale",2207,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",31,2242,40040,0.956,-33.93591,151.12536,"Australia/Sydney"
10086,"Arncliffe","Rockdale",2205,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",32,10590,32708,2.943,-33.93868,151.14572,"Australia/Sydney"
13379,"Rockdale","Rockdale",2216,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",19,15534,33852,2.477,-33.95426,151.14040,"Australia/Sydney"
10196,"Bardwell Valley","Rockdale",2207,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",24,2323,33540,0.627,-33.93774,151.13064,"Australia/Sydney"
10178,"Banksia","Rockdale",2216,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",11,3388,33904,0.957,-33.94651,151.14536,"Australia/Sydney"
13478,"Sandringham","Rockdale",2219,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",3,1238,39728,0.495,-33.99813,151.14125,"Australia/Sydney"
13982,"Turrella","Rockdale",2205,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",15,2511,32292,0.640,-33.93041,151.14096,"Australia/Sydney"
10569,"Brighton-le-Sands","Rockdale",2216,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",10,8325,36712,1.566,-33.95861,151.15435,"Australia/Sydney"
14353,"Wolli Creek","Rockdale",2205,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",3,6394,42432,0.661,-33.93166,151.15389,"Australia/Sydney"
12226,"Kyeemagh","Rockdale",2216,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",6,919,34528,0.597,-33.94880,151.16043,"Australia/Sydney"
12686,"Monterey","Rockdale",2217,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",5,4532,37232,1.152,-33.97235,151.14822,"Australia/Sydney"
11267,"Dolls Point","Rockdale",2219,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",6,1661,45136,0.220,-33.99339,151.14479,"Australia/Sydney"
13310,"Ramsgate Beach","Rockdale",2217,"NSW","New South Wales","Major Urban locality","Rockdale (City)","Greater Sydney",6,1660,39624,0.403,-33.98256,151.14633,"Australia/Sydney"
14251,"West Ryde","Hunters Hill - Ryde",2114,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",35,13394,38584,3.566,-33.80630,151.08417,"Australia/Sydney"
11238,"Denistone","Hunters Hill - Ryde",2114,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",58,3751,40040,1.508,-33.79872,151.08981,"Australia/Sydney"
11239,"Denistone East","Hunters Hill - Ryde",2112,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",86,2250,39052,0.698,-33.79683,151.09667,"Australia/Sydney"
13454,"Ryde","Hunters Hill - Ryde",2112,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",58,26499,39312,7.096,-33.80780,151.11399,"Australia/Sydney"
12506,"Marsfield","Hunters Hill - Ryde",2122,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",87,13297,32448,3.863,-33.77752,151.10509,"Australia/Sydney"
13277,"Putney","Hunters Hill - Ryde",2112,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",35,4107,44876,1.508,-33.82680,151.10602,"Australia/Sydney"
13005,"North Ryde","Hunters Hill - Ryde",2113,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",59,10860,36712,5.360,-33.79673,151.13320,"Australia/Sydney"
13790,"Tennyson Point","Hunters Hill - Ryde",2111,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",24,1219,48568,0.449,-33.83175,151.11687,"Australia/Sydney"
11361,"East Ryde","Hunters Hill - Ryde",2113,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",45,2454,46800,1.093,-33.81030,151.13555,"Australia/Sydney"
10893,"Chatswood West","Hunters Hill - Ryde",2067,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",31,1499,44876,0.810,-33.79604,151.16039,"Australia/Sydney"
12437,"Macquarie Park","Hunters Hill - Ryde",2113,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",55,8144,34216,6.763,-33.77880,151.12627,"Australia/Sydney"
11240,"Denistone West","Hunters Hill - Ryde",2114,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",53,933,41340,0.321,-33.80082,151.07693,"Australia/Sydney"
12550,"Meadowbank","Hunters Hill - Ryde",2114,"NSW","New South Wales","Major Urban locality","Ryde (City)","Greater Sydney",11,4408,49140,0.692,-33.81620,151.08824,"Australia/Sydney"
10391,"Blackbutt","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",54,3301,31148,2.576,-34.57129,150.84250,"Australia/Sydney"
11534,"Flinders","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",38,6679,36400,2.307,-34.58047,150.84566,"Australia/Sydney"
13533,"Shellharbour","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",2,3561,32604,2.476,-34.57597,150.86320,"Australia/Sydney"
14151,"Warilla","Shellharbour",2528,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",7,6449,24180,2.482,-34.55163,150.85916,"Australia/Sydney"
10207,"Barrack Heights","Shellharbour",2528,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",11,5900,26832,2.416,-34.56303,150.85485,"Australia/Sydney"
13053,"Oak Flats","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",15,6415,29588,3.762,-34.56285,150.82348,"Australia/Sydney"
12801,"Mount Warrigal","Shellharbour",2528,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",32,4909,25532,1.905,-34.55036,150.84248,"Australia/Sydney"
12250,"Lake Illawarra","Shellharbour",2528,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",4,3163,25584,1.674,-34.54357,150.86505,"Australia/Sydney"
10025,"Albion Park","Shellharbour",2527,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",32,13316,33228,9.098,-34.58251,150.77615,"Australia/Sydney"
10026,"Albion Park Rail","Shellharbour",2527,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",7,6918,28600,7.168,-34.56165,150.79704,"Australia/Sydney"
13532,"Shell Cove","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",25,5624,39208,10.075,-34.60502,150.87382,"Australia/Sydney"
10208,"Barrack Point","Shellharbour",2528,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",9,689,34060,0.433,-34.56365,150.86931,"Australia/Sydney"
13534,"Shellharbour City Centre","Shellharbour",2529,"NSW","New South Wales","Major Urban locality","Shellharbour (City)","Rest of NSW",42,244,22256,0.732,-34.56483,150.83576,"Australia/Sydney"
11323,"Dunmore","",2529,"NSW","New South Wales","Rural locality","Shellharbour (City)","Rest of NSW",46,208,33384,18.519,-34.61610,150.82304,"Australia/Sydney"
12996,"North Macquarie","",2527,"NSW","New South Wales","Rural locality","Shellharbour (City)","Rest of NSW",40,26,44200,2.586,-34.56813,150.74237,"Australia/Sydney"
13958,"Tullimbar","",2527,"NSW","New South Wales","Rural locality","Shellharbour (City)","Rest of NSW",56,532,40300,3.877,-34.58010,150.74213,"Australia/Sydney"
13035,"Numbaa","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",1,111,33176,20.122,-34.87659,150.68133,"Australia/Sydney"
13594,"South Nowra","Shoalhaven",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",42,1928,34164,8.623,-34.90892,150.59663,"Australia/Sydney"
10991,"Comberton","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",46,31,17316,60.856,-34.97135,150.64747,"Australia/Sydney"
13028,"Nowra","Nowra",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",16,9193,24024,8.993,-34.88089,150.60607,"Australia/Sydney"
13000,"North Nowra","Nowra",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",65,5794,29172,10.234,-34.85563,150.56907,"Australia/Sydney"
14184,"Watersleigh","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",67,24,40248,2.723,-34.85547,150.51819,"Australia/Sydney"
12533,"Mayfield","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",7,37,48048,2.232,-34.92122,150.66344,"Australia/Sydney"
10617,"Brundee","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",4,47,35360,8.416,-34.89250,150.65672,"Australia/Sydney"
10448,"Bolong","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",1,104,35932,16.413,-34.83719,150.64639,"Australia/Sydney"
10453,"Bomaderry","Nowra",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",33,6661,26260,7.453,-34.84763,150.60473,"Australia/Sydney"
12384,"Longreach","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",88,64,37024,13.701,-34.87150,150.52477,"Australia/Sydney"
13795,"Terara","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",5,234,27196,8.826,-34.86952,150.62859,"Australia/Sydney"
14423,"Worrigee","Nowra",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",14,5068,31720,16.932,-34.91372,150.63756,"Australia/Sydney"
14248,"West Nowra","Nowra",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",68,1406,30056,3.567,-34.88055,150.58314,"Australia/Sydney"
10763,"Cambewarra","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",87,238,38116,18.312,-34.81577,150.56037,"Australia/Sydney"
12579,"Meroo Meadow","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",37,472,38740,18.265,-34.81406,150.60775,"Australia/Sydney"
12002,"Jaspers Brush","",2535,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",32,359,39468,26.431,-34.80177,150.65457,"Australia/Sydney"
13029,"Nowra Hill","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",98,2095,36972,33.986,-34.93029,150.56332,"Australia/Sydney"
13755,"Tapitallee","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",111,612,38376,18.777,-34.83088,150.51849,"Australia/Sydney"
12837,"Mundamia","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",57,70,25324,12.087,-34.88668,150.56224,"Australia/Sydney"
10169,"Bamarang","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",118,29,23400,11.809,-34.90315,150.52082,"Australia/Sydney"
10764,"Cambewarra Village","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",79,1189,35724,0.995,-34.82272,150.55836,"Australia/Sydney"
10173,"Bangalee","Shoalhaven",2541,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",51,657,36608,6.561,-34.84197,150.54968,"Australia/Sydney"
14511,"Yerriyong","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",210,25,35100,126.368,-34.98719,150.48716,"Australia/Sydney"
13155,"Parma","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",96,169,36972,19.430,-34.96738,150.54135,"Australia/Sydney"
10242,"Beaumont","",2577,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",291,125,40248,17.057,-34.77920,150.58217,"Australia/Sydney"
13283,"Pyree","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",3,101,32604,21.925,-34.91683,150.69136,"Australia/Sydney"
10712,"Burrill Lake","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",6,1465,24960,4.304,-35.39243,150.44366,"Australia/Sydney"
13075,"Old Erowal Bay","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",13,1038,24648,0.793,-35.08832,150.64933,"Australia/Sydney"
10757,"Callala Bay","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",10,2196,25948,7.649,-34.99397,150.72063,"Australia/Sydney"
14003,"Ulladulla","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",66,6615,24076,13.549,-35.35754,150.46411,"Australia/Sydney"
11176,"Currarong","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",0,452,23868,0.964,-35.01502,150.82088,"Australia/Sydney"
11335,"Durras North","",2536,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",69,27,35724,10.082,-35.62697,150.29501,"Australia/Sydney"
11447,"Ettrema","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",455,0,0,178.675,-34.88137,150.29600,"Australia/Sydney"
13734,"Tallowal","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",556,0,0,91.999,-34.83087,150.22586,"Australia/Sydney"
12061,"Kangaroo Valley","",2577,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",149,879,31044,123.829,-34.73070,150.48971,"Australia/Sydney"
10213,"Barrengarry","",2577,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",109,200,32968,42.395,-34.68639,150.52418,"Australia/Sydney"
13700,"Sussex Inlet","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",22,3575,23452,36.358,-35.14713,150.55789,"Australia/Sydney"
10644,"Budgong","",2577,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",67,68,24128,42.414,-34.80100,150.46311,"Australia/Sydney"
10250,"Beecroft Peninsula","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",33,0,0,46.577,-35.04306,150.80854,"Australia/Sydney"
12670,"Mollymook Beach","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",28,2447,28496,3.343,-35.32840,150.47188,"Australia/Sydney"
13096,"Orient Point","Culburra - Orient Point",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",8,611,24700,2.053,-34.91134,150.74450,"Australia/Sydney"
12244,"Lake Conjola","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",0,437,23088,19.323,-35.26504,150.47408,"Australia/Sydney"
14075,"Vincentia","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",56,3290,34008,13.278,-35.07601,150.67239,"Australia/Sydney"
12630,"Milton","Shoalhaven",2538,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",55,1663,28184,16.342,-35.32096,150.43997,"Australia/Sydney"
11163,"Cunjurong Point","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",18,74,29016,1.586,-35.26473,150.50602,"Australia/Sydney"
10758,"Callala Beach","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",11,803,24440,4.404,-35.00346,150.70142,"Australia/Sydney"
13472,"Sanctuary Point","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",15,7225,23660,5.985,-35.10281,150.62596,"Australia/Sydney"
11487,"Falls Creek","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",64,935,28704,29.465,-34.99430,150.59563,"Australia/Sydney"
11966,"Huskisson","",2540,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",34,786,28496,12.388,-35.03609,150.65094,"Australia/Sydney"
10288,"Bendalong","",2539,"NSW","New South Wales","Rural locality","Shoalhaven (City)","Rest of NSW",56,95,23140,14.262,-35.23197,150.50217,"Australia/Sydney"
14405,"Woollamia","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",15,560,29276,12.790,-35.01383,150.63980,"Australia/Sydney"
11146,"Culburra Beach","Culburra - Orient Point",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",0,2874,26156,13.374,-34.92160,150.75543,"Australia/Sydney"
12669,"Mollymook","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",39,1083,28912,1.465,-35.34124,150.46731,"Australia/Sydney"
13540,"Shoalhaven Heads","Shoalhaven",2535,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",11,3059,26936,3.926,-34.85013,150.74115,"Australia/Sydney"
13636,"St Georges Basin","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",0,2913,24440,45.110,-35.11018,150.60149,"Australia/Sydney"
11769,"Greenwell Point","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",3,1209,25428,2.667,-34.91130,150.73020,"Australia/Sydney"
10322,"Berry","Shoalhaven",2535,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",142,2667,32084,51.660,-34.79947,150.72336,"Australia/Sydney"
11145,"Cudmirrah","Shoalhaven",2540,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",15,275,26884,0.596,-35.19906,150.55696,"Australia/Sydney"
12482,"Manyana","Shoalhaven",2539,"NSW","New South Wales","Urban locality","Shoalhaven (City)","Rest of NSW",26,521,25220,2.380,-35.25436,150.51696,"Australia/Sydney"
